"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2011"	"2011"	"62 years"	"62"	448	2648864	16.9
	"2011"	"2011"	"63 years"	"63"	457	2661784	17.2
	"2011"	"2011"	"64 years"	"64"	475	2855468	16.6
	"2011"	"2011"	"65 years"	"65"	354	2044547	17.3
	"2011"	"2011"	"66 years"	"66"	332	2032607	16.3
	"2011"	"2011"	"67 years"	"67"	328	2017895	16.3
	"2011"	"2011"	"68 years"	"68"	354	2108441	16.8
	"2011"	"2011"	"69 years"	"69"	264	1825173	14.5
	"2011"	"2011"	"70 years"	"70"	261	1665221	15.7
	"2011"	"2011"	"71 years"	"71"	252	1572073	16.0
	"2011"	"2011"	"72 years"	"72"	249	1501118	16.6
	"2011"	"2011"	"73 years"	"73"	264	1449262	18.2
	"2011"	"2011"	"74 years"	"74"	223	1343818	16.6
	"2011"	"2011"	"75 years"	"75"	208	1293064	16.1
	"2011"	"2011"	"76 years"	"76"	223	1253704	17.8
	"2011"	"2011"	"77 years"	"77"	188	1137957	16.5
	"2011"	"2011"	"78 years"	"78"	191	1118167	17.1
	"2011"	"2011"	"79 years"	"79"	204	1088423	18.7
	"2011"	"2011"	"80 years"	"80"	222	1055432	21.0
	"2011"	"2011"	"81 years"	"81"	200	1023300	19.5
	"2011"	"2011"	"82 years"	"82"	178	943416	18.9
	"2011"	"2011"	"83 years"	"83"	178	902595	19.7
	"2011"	"2011"	"84 years"	"84"	199	841398	23.7
	"2011"	"2011"	"85 years"	"85"	152	Not Applicable	Not Applicable
	"2011"	"2011"	"86 years"	"86"	154	Not Applicable	Not Applicable
	"2011"	"2011"	"87 years"	"87"	124	Not Applicable	Not Applicable
	"2011"	"2011"	"88 years"	"88"	93	Not Applicable	Not Applicable
	"2011"	"2011"	"89 years"	"89"	90	Not Applicable	Not Applicable
	"2011"	"2011"	"90 years"	"90"	72	Not Applicable	Not Applicable
	"2011"	"2011"	"91 years"	"91"	64	Not Applicable	Not Applicable
	"2011"	"2011"	"92 years"	"92"	49	Not Applicable	Not Applicable
	"2011"	"2011"	"93 years"	"93"	26	Not Applicable	Not Applicable
	"2011"	"2011"	"94 years"	"94"	31	Not Applicable	Not Applicable
	"2011"	"2011"	"95 years"	"95"	21	Not Applicable	Not Applicable
	"2011"	"2011"	"96 years"	"96"	12	Not Applicable	Not Applicable
	"2011"	"2011"	"97 years"	"97"	13	Not Applicable	Not Applicable
	"2011"	"2011"	"98 years"	"98"	6	Not Applicable	Not Applicable
	"2011"	"2011"	"99 years"	"99"	1	Not Applicable	Not Applicable
	"2011"	"2011"	"100+ years"	"100"	6	Not Applicable	Not Applicable
	"2011"	"2011"	"Not Stated"	"NS"	6	Not Applicable	Not Applicable
	"2012"	"2012"	"< 1 year"	"0"	0	2059367	Unreliable
	"2012"	"2012"	"1 year"	"1"	0	2070373	Unreliable
	"2012"	"2012"	"2 years"	"2"	0	2085829	Unreliable
	"2012"	"2012"	"3 years"	"3"	0	2098638	Unreliable
	"2012"	"2012"	"4 years"	"4"	0	2165208	Unreliable
	"2012"	"2012"	"5 years"	"5"	0	2189523	Unreliable
	"2012"	"2012"	"6 years"	"6"	0	2195366	Unreliable
	"2012"	"2012"	"7 years"	"7"	0	2210905	Unreliable
	"2012"	"2012"	"8 years"	"8"	0	2245980	Unreliable
	"2012"	"2012"	"9 years"	"9"	2	2241172	Unreliable
	"2012"	"2012"	"10 years"	"10"	3	2238135	Unreliable
	"2012"	"2012"	"11 years"	"11"	4	2302556	Unreliable
	"2012"	"2012"	"12 years"	"12"	28	2349834	1.2
	"2012"	"2012"	"13 years"	"13"	57	2336277	2.4
	"2012"	"2012"	"14 years"	"14"	109	2341296	4.7
	"2012"	"2012"	"15 years"	"15"	173	2356123	7.3
	"2012"	"2012"	"16 years"	"16"	193	2384075	8.1
	"2012"	"2012"	"17 years"	"17"	253	2429803	10.4
	"2012"	"2012"	"18 years"	"18"	273	2470142	11.1
	"2012"	"2012"	"19 years"	"19"	354	2508273	14.1
	"2012"	"2012"	"20 years"	"20"	384	2583722	14.9
	"2012"	"2012"	"21 years"	"21"	423	2650777	16.0
	"2012"	"2012"	"22 years"	"22"	423	2661848	15.9
	"2012"	"2012"	"23 years"	"23"	441	2572483	17.1
	"2012"	"2012"	"24 years"	"24"	430	2526474	17.0
	"2012"	"2012"	"25 years"	"25"	470	2495625	18.8
	"2012"	"2012"	"26 years"	"26"	499	2517156	19.8
	"2012"	"2012"	"27 years"	"27"	470	2545347	18.5
	"2012"	"2012"	"28 years"	"28"	439	2463209	17.8
	"2012"	"2012"	"29 years"	"29"	500	2505278	20.0
	"2012"	"2012"	"30 years"	"30"	465	2504647	18.6
	"2012"	"2012"	"31 years"	"31"	469	2487543	18.9
	"2012"	"2012"	"32 years"	"32"	472	2518548	18.7
	"2012"	"2012"	"33 years"	"33"	434	2377109	18.3
	"2012"	"2012"	"34 years"	"34"	463	2330029	19.9
	"2012"	"2012"	"35 years"	"35"	466	2304954	20.2
	"2012"	"2012"	"36 years"	"36"	487	2225204	21.9
	"2012"	"2012"	"37 years"	"37"	505	2314008	21.8
	"2012"	"2012"	"38 years"	"38"	482	2249262	21.4
	"2012"	"2012"	"39 years"	"39"	522	2303672	22.7
	"2012"	"2012"	"40 years"	"40"	515	2471232	20.8
	"2012"	"2012"	"41 years"	"41"	581	2694406	21.6
	"2012"	"2012"	"42 years"	"42"	652	2753680	23.7
	"2012"	"2012"	"43 years"	"43"	625	2638244	23.7
	"2012"	"2012"	"44 years"	"44"	597	2582652	23.1
	"2012"	"2012"	"45 years"	"45"	616	2636774	23.4
	"2012"	"2012"	"46 years"	"46"	687	2700655	25.4
	"2012"	"2012"	"47 years"	"47"	717	2915120	24.6
	"2012"	"2012"	"48 years"	"48"	771	3028553	25.5
	"2012"	"2012"	"49 years"	"49"	795	3066877	25.9
	"2012"	"2012"	"50 years"	"50"	788	3112270	25.3
	"2012"	"2012"	"51 years"	"51"	846	3197205	26.5
	"2012"	"2012"	"52 years"	"52"	875	3214963	27.2
	"2012"	"2012"	"53 years"	"53"	820	3157425	26.0
	"2012"	"2012"	"54 years"	"54"	838	3179596	26.4
	"2012"	"2012"	"55 years"	"55"	809	3165234	25.6
	"2012"	"2012"	"56 years"	"56"	769	3060033	25.1
	"2012"	"2012"	"57 years"	"57"	730	3056494	23.9
	"2012"	"2012"	"58 years"	"58"	681	2971318	22.9
	"2012"	"2012"	"59 years"	"59"	662	2888153	22.9
	"2012"	"2012"	"60 years"	"60"	633	2803011	22.6
	"2012"	"2012"	"61 years"	"61"	576	2717792	21.2
	"2012"	"2012"	"62 years"	"62"	439	2653639	16.5
	"2012"	"2012"	"63 years"	"63"	477	2622752	18.2
	"2012"	"2012"	"64 years"	"64"	457	2633021	17.4
	"2012"	"2012"	"65 years"	"65"	423	2822605	15.0
	"2012"	"2012"	"66 years"	"66"	342	2018924	16.9
	"2012"	"2012"	"67 years"	"67"	319	2005096	15.9
	"2012"	"2012"	"68 years"	"68"	353	1987004	17.8
	"2012"	"2012"	"69 years"	"69"	349	2073142	16.8
	"2012"	"2012"	"70 years"	"70"	280	1791609	15.6
	"2012"	"2012"	"71 years"	"71"	254	1632488	15.6
	"2012"	"2012"	"72 years"	"72"	248	1539407	16.1
	"2012"	"2012"	"73 years"	"73"	245	1466832	16.7
	"2012"	"2012"	"74 years"	"74"	230	1412982	16.3
	"2012"	"2012"	"75 years"	"75"	275	1306589	21.0
	"2012"	"2012"	"76 years"	"76"	213	1253333	17.0
	"2012"	"2012"	"77 years"	"77"	204	1211430	16.8
	"2012"	"2012"	"78 years"	"78"	195	1095771	17.8
	"2012"	"2012"	"79 years"	"79"	214	1072608	20.0
	"2012"	"2012"	"80 years"	"80"	187	1038982	18.0
	"2012"	"2012"	"81 years"	"81"	177	1001792	17.7
	"2012"	"2012"	"82 years"	"82"	198	965903	20.5
	"2012"	"2012"	"83 years"	"83"	189	884277	21.4
	"2012"	"2012"	"84 years"	"84"	195	839031	23.2
	"2012"	"2012"	"85 years"	"85"	172	Not Applicable	Not Applicable
	"2012"	"2012"	"86 years"	"86"	146	Not Applicable	Not Applicable
	"2012"	"2012"	"87 years"	"87"	123	Not Applicable	Not Applicable
	"2012"	"2012"	"88 years"	"88"	121	Not Applicable	Not Applicable
	"2012"	"2012"	"89 years"	"89"	100	Not Applicable	Not Applicable
	"2012"	"2012"	"90 years"	"90"	79	Not Applicable	Not Applicable
	"2012"	"2012"	"91 years"	"91"	76	Not Applicable	Not Applicable
	"2012"	"2012"	"92 years"	"92"	40	Not Applicable	Not Applicable
	"2012"	"2012"	"93 years"	"93"	35	Not Applicable	Not Applicable
	"2012"	"2012"	"94 years"	"94"	27	Not Applicable	Not Applicable
	"2012"	"2012"	"95 years"	"95"	27	Not Applicable	Not Applicable
	"2012"	"2012"	"96 years"	"96"	12	Not Applicable	Not Applicable
	"2012"	"2012"	"97 years"	"97"	13	Not Applicable	Not Applicable
	"2012"	"2012"	"98 years"	"98"	8	Not Applicable	Not Applicable
	"2012"	"2012"	"99 years"	"99"	5	Not Applicable	Not Applicable
	"2012"	"2012"	"100+ years"	"100"	3	Not Applicable	Not Applicable
	"2012"	"2012"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
	"2013"	"2013"	"< 1 year"	"0"	0	2065056	Unreliable
	"2013"	"2013"	"1 year"	"1"	0	2065620	Unreliable
	"2013"	"2013"	"2 years"	"2"	0	2080377	Unreliable
	"2013"	"2013"	"3 years"	"3"	0	2086901	Unreliable
	"2013"	"2013"	"4 years"	"4"	0	2100256	Unreliable
	"2013"	"2013"	"5 years"	"5"	0	2166800	Unreliable
	"2013"	"2013"	"6 years"	"6"	0	2191003	Unreliable
	"2013"	"2013"	"7 years"	"7"	0	2196507	Unreliable
	"2013"	"2013"	"8 years"	"8"	0	2211880	Unreliable
	"2013"	"2013"	"9 years"	"9"	4	2246985	Unreliable
	"2013"	"2013"	"10 years"	"10"	4	2242169	Unreliable
	"2013"	"2013"	"11 years"	"11"	7	2239183	Unreliable
	"2013"	"2013"	"12 years"	"12"	35	2303824	1.5
	"2013"	"2013"	"13 years"	"13"	72	2351113	3.1
	"2013"	"2013"	"14 years"	"14"	122	2337361	5.2
	"2013"	"2013"	"15 years"	"15"	164	2342312	7.0
	"2013"	"2013"	"16 years"	"16"	207	2357409	8.8
	"2013"	"2013"	"17 years"	"17"	234	2385500	9.8
	"2013"	"2013"	"18 years"	"18"	281	2431501	11.6
	"2013"	"2013"	"19 years"	"19"	351	2472552	14.2
	"2013"	"2013"	"20 years"	"20"	354	2510576	14.1
	"2013"	"2013"	"21 years"	"21"	430	2587144	16.6
	"2013"	"2013"	"22 years"	"22"	474	2656131	17.8
	"2013"	"2013"	"23 years"	"23"	457	2667027	17.1
	"2013"	"2013"	"24 years"	"24"	436	2578092	16.9
	"2013"	"2013"	"25 years"	"25"	445	2531683	17.6
	"2013"	"2013"	"26 years"	"26"	476	2501059	19.0
	"2013"	"2013"	"27 years"	"27"	480	2522256	19.0
	"2013"	"2013"	"28 years"	"28"	471	2548598	18.5
	"2013"	"2013"	"29 years"	"29"	518	2466117	21.0
	"2013"	"2013"	"30 years"	"30"	465	2507667	18.5
	"2013"	"2013"	"31 years"	"31"	482	2506358	19.2
	"2013"	"2013"	"32 years"	"32"	478	2488929	19.2
	"2013"	"2013"	"33 years"	"33"	430	2519344	17.1
	"2013"	"2013"	"34 years"	"34"	480	2377752	20.2
	"2013"	"2013"	"35 years"	"35"	489	2330464	21.0
	"2013"	"2013"	"36 years"	"36"	463	2304517	20.1
	"2013"	"2013"	"37 years"	"37"	428	2225020	19.2
	"2013"	"2013"	"38 years"	"38"	499	2313500	21.6
	"2013"	"2013"	"39 years"	"39"	513	2248048	22.8
	"2013"	"2013"	"40 years"	"40"	485	2301514	21.1
	"2013"	"2013"	"41 years"	"41"	571	2468478	23.1
	"2013"	"2013"	"42 years"	"42"	629	2691256	23.4
	"2013"	"2013"	"43 years"	"43"	615	2749386	22.4
	"2013"	"2013"	"44 years"	"44"	606	2633178	23.0
	"2013"	"2013"	"45 years"	"45"	619	2576547	24.0
	"2013"	"2013"	"46 years"	"46"	623	2629559	23.7
	"2013"	"2013"	"47 years"	"47"	647	2692087	24.0
	"2013"	"2013"	"48 years"	"48"	765	2905293	26.3
	"2013"	"2013"	"49 years"	"49"	785	3017592	26.0
	"2013"	"2013"	"50 years"	"50"	816	3054810	26.7
	"2013"	"2013"	"51 years"	"51"	788	3099157	25.4
	"2013"	"2013"	"52 years"	"52"	832	3182745	26.1
	"2013"	"2013"	"53 years"	"53"	820	3199178	25.6
	"2013"	"2013"	"54 years"	"54"	832	3141010	26.5
	"2013"	"2013"	"55 years"	"55"	794	3162045	25.1
	"2013"	"2013"	"56 years"	"56"	792	3146503	25.2
	"2013"	"2013"	"57 years"	"57"	702	3040707	23.1
	"2013"	"2013"	"58 years"	"58"	756	3036005	24.9
	"2013"	"2013"	"59 years"	"59"	684	2949844	23.2
	"2013"	"2013"	"60 years"	"60"	640	2866063	22.3
	"2013"	"2013"	"61 years"	"61"	627	2779893	22.6
	"2013"	"2013"	"62 years"	"62"	461	2692552	17.1
	"2013"	"2013"	"63 years"	"63"	464	2625254	17.7
	"2013"	"2013"	"64 years"	"64"	491	2594940	18.9
	"2013"	"2013"	"65 years"	"65"	471	2606731	18.1
	"2013"	"2013"	"66 years"	"66"	455	2792914	16.3
	"2013"	"2013"	"67 years"	"67"	331	1988871	16.6
	"2013"	"2013"	"68 years"	"68"	348	1972944	17.6
	"2013"	"2013"	"69 years"	"69"	355	1956089	18.1
	"2013"	"2013"	"70 years"	"70"	375	2040723	18.4
	"2013"	"2013"	"71 years"	"71"	287	1758511	16.3
	"2013"	"2013"	"72 years"	"72"	271	1597486	17.0
	"2013"	"2013"	"73 years"	"73"	301	1502912	20.0
	"2013"	"2013"	"74 years"	"74"	274	1428652	19.2
	"2013"	"2013"	"75 years"	"75"	240	1372621	17.5
	"2013"	"2013"	"76 years"	"76"	219	1265438	17.3
	"2013"	"2013"	"77 years"	"77"	228	1209945	18.8
	"2013"	"2013"	"78 years"	"78"	232	1165087	19.9
	"2013"	"2013"	"79 years"	"79"	199	1049260	19.0
	"2013"	"2013"	"80 years"	"80"	208	1022577	20.3
	"2013"	"2013"	"81 years"	"81"	212	985196	21.5
	"2013"	"2013"	"82 years"	"82"	217	944508	23.0
	"2013"	"2013"	"83 years"	"83"	229	904404	25.3
	"2013"	"2013"	"84 years"	"84"	147	821358	17.9
	"2013"	"2013"	"85 years"	"85"	196	Not Applicable	Not Applicable
	"2013"	"2013"	"86 years"	"86"	152	Not Applicable	Not Applicable
	"2013"	"2013"	"87 years"	"87"	132	Not Applicable	Not Applicable
	"2013"	"2013"	"88 years"	"88"	135	Not Applicable	Not Applicable
	"2013"	"2013"	"89 years"	"89"	91	Not Applicable	Not Applicable
	"2013"	"2013"	"90 years"	"90"	86	Not Applicable	Not Applicable
	"2013"	"2013"	"91 years"	"91"	72	Not Applicable	Not Applicable
	"2013"	"2013"	"92 years"	"92"	71	Not Applicable	Not Applicable
	"2013"	"2013"	"93 years"	"93"	47	Not Applicable	Not Applicable
	"2013"	"2013"	"94 years"	"94"	30	Not Applicable	Not Applicable
	"2013"	"2013"	"95 years"	"95"	19	Not Applicable	Not Applicable
	"2013"	"2013"	"96 years"	"96"	10	Not Applicable	Not Applicable
	"2013"	"2013"	"97 years"	"97"	7	Not Applicable	Not Applicable
	"2013"	"2013"	"98 years"	"98"	7	Not Applicable	Not Applicable
	"2013"	"2013"	"99 years"	"99"	2	Not Applicable	Not Applicable
	"2013"	"2013"	"100+ years"	"100"	2	Not Applicable	Not Applicable
	"2013"	"2013"	"Not Stated"	"NS"	2	Not Applicable	Not Applicable
	"2014"	"2014"	"< 1 year"	"0"	0	2061659	Unreliable
	"2014"	"2014"	"1 year"	"1"	0	2059068	Unreliable
	"2014"	"2014"	"2 years"	"2"	0	2067795	Unreliable
	"2014"	"2014"	"3 years"	"3"	0	2084581	Unreliable
	"2014"	"2014"	"4 years"	"4"	0	2089498	Unreliable
	"2014"	"2014"	"5 years"	"5"	0	2102311	Unreliable
	"2014"	"2014"	"6 years"	"6"	0	2168676	Unreliable
	"2014"	"2014"	"7 years"	"7"	0	2192617	Unreliable
	"2014"	"2014"	"8 years"	"8"	0	2197947	Unreliable
	"2014"	"2014"	"9 years"	"9"	1	2213083	Unreliable
	"2014"	"2014"	"10 years"	"10"	3	2247888	Unreliable
	"2014"	"2014"	"11 years"	"11"	17	2242802	Unreliable
	"2014"	"2014"	"12 years"	"12"	42	2239735	1.9
	"2014"	"2014"	"13 years"	"13"	94	2304470	4.1
	"2014"	"2014"	"14 years"	"14"	128	2351723	5.4
	"2014"	"2014"	"15 years"	"15"	181	2337872	7.7
	"2014"	"2014"	"16 years"	"16"	220	2343580	9.4
	"2014"	"2014"	"17 years"	"17"	258	2359777	10.9
	"2014"	"2014"	"18 years"	"18"	296	2388932	12.4
	"2014"	"2014"	"19 years"	"19"	335	2435932	13.8
	"2014"	"2014"	"20 years"	"20"	351	2476359	14.2
	"2014"	"2014"	"21 years"	"21"	432	2514786	17.2
	"2014"	"2014"	"22 years"	"22"	473	2591592	18.3
	"2014"	"2014"	"23 years"	"23"	487	2661188	18.3
	"2014"	"2014"	"24 years"	"24"	470	2672657	17.6
	"2014"	"2014"	"25 years"	"25"	444	2583560	17.2
	"2014"	"2014"	"26 years"	"26"	496	2537325	19.5
	"2014"	"2014"	"27 years"	"27"	486	2506515	19.4
	"2014"	"2014"	"28 years"	"28"	497	2526662	19.7
	"2014"	"2014"	"29 years"	"29"	457	2551846	17.9
	"2014"	"2014"	"30 years"	"30"	490	2468504	19.9
	"2014"	"2014"	"31 years"	"31"	526	2509089	21.0
	"2014"	"2014"	"32 years"	"32"	495	2506981	19.7
	"2014"	"2014"	"33 years"	"33"	504	2489188	20.2
	"2014"	"2014"	"34 years"	"34"	513	2518983	20.4
	"2014"	"2014"	"35 years"	"35"	503	2376768	21.2
	"2014"	"2014"	"36 years"	"36"	503	2329343	21.6
	"2014"	"2014"	"37 years"	"37"	547	2302921	23.8
	"2014"	"2014"	"38 years"	"38"	440	2223329	19.8
	"2014"	"2014"	"39 years"	"39"	510	2311429	22.1
	"2014"	"2014"	"40 years"	"40"	482	2245872	21.5
	"2014"	"2014"	"41 years"	"41"	574	2298626	25.0
	"2014"	"2014"	"42 years"	"42"	576	2464634	23.4
	"2014"	"2014"	"43 years"	"43"	615	2685918	22.9
	"2014"	"2014"	"44 years"	"44"	622	2743374	22.7
	"2014"	"2014"	"45 years"	"45"	669	2626998	25.5
	"2014"	"2014"	"46 years"	"46"	661	2570515	25.7
	"2014"	"2014"	"47 years"	"47"	644	2623288	24.5
	"2014"	"2014"	"48 years"	"48"	700	2684672	26.1
	"2014"	"2014"	"49 years"	"49"	841	2895837	29.0
	"2014"	"2014"	"50 years"	"50"	772	3006254	25.7
	"2014"	"2014"	"51 years"	"51"	838	3042134	27.5
	"2014"	"2014"	"52 years"	"52"	809	3084382	26.2
	"2014"	"2014"	"53 years"	"53"	803	3166056	25.4
	"2014"	"2014"	"54 years"	"54"	857	3181449	26.9
	"2014"	"2014"	"55 years"	"55"	807	3121640	25.9
	"2014"	"2014"	"56 years"	"56"	855	3140417	27.2
	"2014"	"2014"	"57 years"	"57"	728	3123338	23.3
	"2014"	"2014"	"58 years"	"58"	701	3016633	23.2
	"2014"	"2014"	"59 years"	"59"	756	3010681	25.1
	"2014"	"2014"	"60 years"	"60"	729	2923572	24.9
	"2014"	"2014"	"61 years"	"61"	624	2839057	22.0
	"2014"	"2014"	"62 years"	"62"	559	2751885	20.3
	"2014"	"2014"	"63 years"	"63"	485	2664629	18.2
	"2014"	"2014"	"64 years"	"64"	511	2597937	19.7
	"2014"	"2014"	"65 years"	"65"	449	2563446	17.5
	"2014"	"2014"	"66 years"	"66"	465	2568584	18.1
	"2014"	"2014"	"67 years"	"67"	459	2749030	16.7
	"2014"	"2014"	"68 years"	"68"	358	1959977	18.3
	"2014"	"2014"	"69 years"	"69"	362	1942222	18.6
	"2014"	"2014"	"70 years"	"70"	386	1918849	20.1
	"2014"	"2014"	"71 years"	"71"	385	1996932	19.3
	"2014"	"2014"	"72 years"	"72"	308	1720053	17.9
	"2014"	"2014"	"73 years"	"73"	294	1560815	18.8
	"2014"	"2014"	"74 years"	"74"	267	1465390	18.2
	"2014"	"2014"	"75 years"	"75"	271	1389449	19.5
	"2014"	"2014"	"76 years"	"76"	218	1331279	16.4
	"2014"	"2014"	"77 years"	"77"	223	1223273	18.2
	"2014"	"2014"	"78 years"	"78"	227	1165374	19.5
	"2014"	"2014"	"79 years"	"79"	227	1117654	20.3
	"2014"	"2014"	"80 years"	"80"	203	1001559	20.3
	"2014"	"2014"	"81 years"	"81"	220	971132	22.7
	"2014"	"2014"	"82 years"	"82"	210	929821	22.6
	"2014"	"2014"	"83 years"	"83"	195	885154	22.0
	"2014"	"2014"	"84 years"	"84"	184	840832	21.9
	"2014"	"2014"	"85 years"	"85"	172	Not Applicable	Not Applicable
	"2014"	"2014"	"86 years"	"86"	182	Not Applicable	Not Applicable
	"2014"	"2014"	"87 years"	"87"	133	Not Applicable	Not Applicable
	"2014"	"2014"	"88 years"	"88"	136	Not Applicable	Not Applicable
	"2014"	"2014"	"89 years"	"89"	110	Not Applicable	Not Applicable
	"2014"	"2014"	"90 years"	"90"	89	Not Applicable	Not Applicable
	"2014"	"2014"	"91 years"	"91"	68	Not Applicable	Not Applicable
	"2014"	"2014"	"92 years"	"92"	66	Not Applicable	Not Applicable
	"2014"	"2014"	"93 years"	"93"	48	Not Applicable	Not Applicable
	"2014"	"2014"	"94 years"	"94"	34	Not Applicable	Not Applicable
	"2014"	"2014"	"95 years"	"95"	22	Not Applicable	Not Applicable
	"2014"	"2014"	"96 years"	"96"	22	Not Applicable	Not Applicable
	"2014"	"2014"	"97 years"	"97"	11	Not Applicable	Not Applicable
	"2014"	"2014"	"98 years"	"98"	10	Not Applicable	Not Applicable
	"2014"	"2014"	"99 years"	"99"	4	Not Applicable	Not Applicable
	"2014"	"2014"	"100+ years"	"100"	5	Not Applicable	Not Applicable
	"2014"	"2014"	"Not Stated"	"NS"	4	Not Applicable	Not Applicable
	"2015"	"2015"	"< 1 year"	"0"	0	2078038	Unreliable
	"2015"	"2015"	"1 year"	"1"	0	2063890	Unreliable
	"2015"	"2015"	"2 years"	"2"	0	2064733	Unreliable
	"2015"	"2015"	"3 years"	"3"	0	2071387	Unreliable
	"2015"	"2015"	"4 years"	"4"	0	2087837	Unreliable
	"2015"	"2015"	"5 years"	"5"	0	2092065	Unreliable
	"2015"	"2015"	"6 years"	"6"	0	2104417	Unreliable
	"2015"	"2015"	"7 years"	"7"	1	2170475	Unreliable
	"2015"	"2015"	"8 years"	"8"	1	2194143	Unreliable
	"2015"	"2015"	"9 years"	"9"	0	2199294	Unreliable
	"2015"	"2015"	"10 years"	"10"	8	2214359	Unreliable
	"2015"	"2015"	"11 years"	"11"	13	2249045	Unreliable
	"2015"	"2015"	"12 years"	"12"	28	2243980	1.2
	"2015"	"2015"	"13 years"	"13"	91	2241131	4.1
	"2015"	"2015"	"14 years"	"14"	149	2305707	6.5
	"2015"	"2015"	"15 years"	"15"	191	2353120	8.1
	"2015"	"2015"	"16 years"	"16"	226	2340268	9.7
	"2015"	"2015"	"17 years"	"17"	264	2347153	11.2
	"2015"	"2015"	"18 years"	"18"	327	2364680	13.8
	"2015"	"2015"	"19 years"	"19"	403	2395036	16.8
	"2015"	"2015"	"20 years"	"20"	411	2442500	16.8
	"2015"	"2015"	"21 years"	"21"	420	2483401	16.9
	"2015"	"2015"	"22 years"	"22"	478	2521851	19.0
	"2015"	"2015"	"23 years"	"23"	458	2597955	17.6
	"2015"	"2015"	"24 years"	"24"	499	2667942	18.7
	"2015"	"2015"	"25 years"	"25"	526	2679310	19.6
	"2015"	"2015"	"26 years"	"26"	475	2589960	18.3
	"2015"	"2015"	"27 years"	"27"	485	2543221	19.1
	"2015"	"2015"	"28 years"	"28"	488	2512396	19.4
	"2015"	"2015"	"29 years"	"29"	521	2532465	20.6
	"2015"	"2015"	"30 years"	"30"	526	2556502	20.6
	"2015"	"2015"	"31 years"	"31"	534	2472745	21.6
	"2015"	"2015"	"32 years"	"32"	544	2512429	21.7
	"2015"	"2015"	"33 years"	"33"	541	2509660	21.6
	"2015"	"2015"	"34 years"	"34"	537	2491149	21.6
	"2015"	"2015"	"35 years"	"35"	555	2520133	22.0
	"2015"	"2015"	"36 years"	"36"	583	2377424	24.5
	"2015"	"2015"	"37 years"	"37"	501	2329897	21.5
	"2015"	"2015"	"38 years"	"38"	503	2303331	21.8
	"2015"	"2015"	"39 years"	"39"	512	2223168	23.0
	"2015"	"2015"	"40 years"	"40"	565	2310433	24.5
	"2015"	"2015"	"41 years"	"41"	530	2244536	23.6
	"2015"	"2015"	"42 years"	"42"	567	2296546	24.7
	"2015"	"2015"	"43 years"	"43"	606	2461650	24.6
	"2015"	"2015"	"44 years"	"44"	701	2682049	26.1
	"2015"	"2015"	"45 years"	"45"	694	2738701	25.3
	"2015"	"2015"	"46 years"	"46"	660	2621699	25.2
	"2015"	"2015"	"47 years"	"47"	642	2564398	25.0
	"2015"	"2015"	"48 years"	"48"	690	2615988	26.4
	"2015"	"2015"	"49 years"	"49"	702	2676192	26.2
	"2015"	"2015"	"50 years"	"50"	736	2885440	25.5
	"2015"	"2015"	"51 years"	"51"	848	2993775	28.3
	"2015"	"2015"	"52 years"	"52"	832	3027969	27.5
	"2015"	"2015"	"53 years"	"53"	861	3068798	28.1
	"2015"	"2015"	"54 years"	"54"	881	3148712	28.0
	"2015"	"2015"	"55 years"	"55"	819	3162505	25.9
	"2015"	"2015"	"56 years"	"56"	876	3101528	28.2
	"2015"	"2015"	"57 years"	"57"	837	3118942	26.8
	"2015"	"2015"	"58 years"	"58"	732	3100258	23.6
	"2015"	"2015"	"59 years"	"59"	739	2992817	24.7
	"2015"	"2015"	"60 years"	"60"	642	2985759	21.5
	"2015"	"2015"	"61 years"	"61"	653	2897612	22.5
	"2015"	"2015"	"62 years"	"62"	583	2811954	20.7
	"2015"	"2015"	"63 years"	"63"	553	2723441	20.3
	"2015"	"2015"	"64 years"	"64"	495	2635044	18.8
	"2015"	"2015"	"65 years"	"65"	462	2566969	18.0
	"2015"	"2015"	"66 years"	"66"	458	2530229	18.1
	"2015"	"2015"	"67 years"	"67"	481	2532479	19.0
	"2015"	"2015"	"68 years"	"68"	447	2707674	16.5
	"2015"	"2015"	"69 years"	"69"	361	1927078	18.7
	"2015"	"2015"	"70 years"	"70"	331	1907288	17.4
	"2015"	"2015"	"71 years"	"71"	337	1881473	17.9
	"2015"	"2015"	"72 years"	"72"	331	1955020	16.9
	"2015"	"2015"	"73 years"	"73"	344	1680067	20.5
	"2015"	"2015"	"74 years"	"74"	275	1520843	18.1
	"2015"	"2015"	"75 years"	"75"	280	1424061	19.7
	"2015"	"2015"	"76 years"	"76"	259	1346202	19.2
	"2015"	"2015"	"77 years"	"77"	256	1285568	19.9
	"2015"	"2015"	"78 years"	"78"	259	1176805	22.0
	"2015"	"2015"	"79 years"	"79"	215	1116480	19.3
	"2015"	"2015"	"80 years"	"80"	204	1065798	19.1
	"2015"	"2015"	"81 years"	"81"	197	949793	20.7
	"2015"	"2015"	"82 years"	"82"	206	915681	22.5
	"2015"	"2015"	"83 years"	"83"	181	870467	20.8
	"2015"	"2015"	"84 years"	"84"	200	822047	24.3
	"2015"	"2015"	"85 years"	"85"	182	Not Applicable	Not Applicable
